Id,Predicted
2539,105.85251474326364
5121,81.65492230265966
5203,84.04262017128683
5238,202.04418865435474
6848,131.58150640487935
7322,91.46690799923576
7726,153.06274650032378
7750,300.2187059961367
8025,93.19725363177187
9783,96.99694185585459
12048,26.308882315608706
14287,274.69820876624516
14290,162.47145852052546
14314,137.59223233361635
14322,289.91402519669055
15711,255.67188417730435
16421,89.24322102371251
18127,278.5955989982434
18728,100.55536490146751
19601,162.13771554920356
20299,83.30495994049487
20724,93.17835221313953
20853,190.98011544870658
20913,123.57536426478758
21293,133.0526212563221
22911,171.8944078326817
25406,189.67935163482178
27531,119.58339085847973
27659,209.84052300868368
28321,100.02675837175578
29013,78.93009729493748
29455,208.6122197405823
32037,78.08661913402486
32100,165.931434193006
32965,153.43833468333554
32969,205.19740663938714
33223,56.9544730846175
36121,102.74294410935879
36442,223.47306159355583
38638,241.1382025727561
40039,83.5096619274959
42580,62.75989492765224
43957,68.3259048649713
44096,37.95039208868959
44212,125.07939131923126
44221,174.58420468962265
47926,294.3833240073842
50447,143.85721606734026
51572,107.88575695459161
53137,217.37531901967736
55498,74.5606373379936
55982,70.00852089792555
57297,147.1485563971694
57618,181.9223192343189
57874,192.6553593543904
58059,139.02114709885473
58467,160.00197126121344
60164,270.015395987131
60666,93.32031666437997
60794,221.08913035174768
61406,107.55116366358578
62427,185.36284040135214
63299,67.22369389975673
63657,123.21620783475558
63719,84.72566952012181
64277,82.38290790780529
64837,84.11881858347245
65562,290.3445395040414
65615,174.9200939003884
66741,146.3205474564829
67299,144.90875036133826
68305,132.1539624685185
68765,179.47372572361053
69921,75.10292022147914
71248,216.40665348951848
72265,71.45735689137875
74073,158.58320353168912
77765,71.41366951870403
82638,197.17876910781675
83446,181.51669099321333
84059,167.8617562016104
89621,154.00608954632642
93313,185.17003211747118
98663,252.32928864054855
112435,59.69859321259692
117425,170.25060592459602
118061,196.88173906435145
120362,219.45873904168047
121861,162.572913060067
123784,238.41358449274128
132695,164.67235876564604
138216,168.14627781708847
140973,254.62268903875758
144087,322.0525437642204
145188,223.26774129073107
148825,202.74270280598586
150804,213.2124815811134
151478,75.10725695941255
152263,204.30821629287402
155296,152.89037366673074
161366,129.42280939015518
162493,157.24784313165884
162508,181.07336754962085
163836,76.05769773693882
165824,138.06125265425928
166541,128.72147028983056
167482,173.328799650546
168546,237.38243561375648
170420,216.2859035291813
172700,166.86720067465922
172870,129.4141919776414
174966,194.8598997192422
176135,195.80337654213955
180507,193.1575790125704
188674,194.30668065914597
193105,130.82982041500148
193333,81.9431890454994
195233,139.21612083625376
195971,185.00627473104103
200645,116.29991587903771
204833,91.70291801370907
206772,206.70267287679303
206957,140.11034202555916
208889,160.06623878109284
213272,76.50597549756276
219818,263.83112437940156
220351,112.02509542540926
220946,201.80012540868861
221043,108.83378610869953
221097,221.97003308520706
225297,221.63069737859297
226021,150.2670769075627
227735,227.79645597820263
230321,162.71092734326749
232618,261.02410088922426
234184,219.1451234576158
236788,164.92127000608727
239899,162.14138758363282
243708,115.1948517855165
246351,222.07849003211027
250311,77.19687619682784
250536,169.40331230261998
251262,57.85498538796401
251277,99.72778156779002
253815,169.29277114728757
254409,170.6594449943462
255476,79.69389748686163
255601,159.7119367710924
256369,57.06025607371734
258686,63.41255723403846
258740,82.31317071677229
262343,187.05178355129522
262405,153.25800124682473
262478,165.47321567992282
263502,111.32947965527667
265506,215.8359549617156
265831,245.39768170575695
266756,170.67010358995245
267376,110.3489819716275
267652,98.55417614950812
268392,216.97052387355922
268481,160.81084072378457
269889,35.43379003461378
270231,35.69123913160254
270345,215.37704519687082
270680,96.8913163906167
271128,76.55944464310257
271694,115.96118322140254
272026,205.2355301891064
274376,241.36046878794187
276317,202.02009680475658
281756,163.9908982470639
282514,74.53933646311414
282977,57.38992813837739
283184,255.09346753008353
284208,71.68175791062609
286838,85.84817533486572
287397,169.40690092098484
287408,192.40689215006876
289288,221.39350686356426
290457,230.8344437270698
293004,224.7966108593385
295231,78.16264707362603
295379,144.21226822380126
296361,58.503208735940184
297962,108.73146861339265
298759,64.18888475224942
301034,131.4301133925713
303345,290.651015509032
310338,149.76719638312903
317905,180.14469038236822
320876,150.16016359555567
329064,166.48688649979798
333189,69.88265944200442
334607,140.31787977941215
335819,218.4480576469419
342995,102.86739934665087
351530,173.07298067374333
353317,206.78109129956792
359982,75.56503869775248
360400,86.62849741893139
361803,98.18301269258689
364785,70.85572827926397
369411,86.60679433302306
380416,216.52622995022682
380730,159.91979298821306
386555,93.36929204563893
387377,194.39497629160175
393016,91.47149992167006
394026,80.0146795081743
397034,149.98456052967876
398281,271.48689807940866
404502,70.19615561712644
430665,220.47230319897776
431865,279.51628358139317
433218,155.31176930460325
437906,220.58152127014117
438513,149.64469289214992
443646,210.86837707604099
447766,109.05968937657957
448048,65.81372256252455
453161,168.0884357287051
454763,283.6490169408343
454929,211.27241043496338
455734,176.53203831464285
457829,159.70527243997373
461050,175.73776060877117
467634,-41.01832286553146
476570,177.86074561778852
478949,215.25939897600466
479002,163.28247786738618
479285,85.7000871612793
483414,91.41593172641214
484728,164.87958582911824
486350,163.68362018819312
488083,148.56659756451404
490011,106.63323600333936
491977,310.5510787217589
495249,31.161387191596027
